cue,patterns (|),feelings (|),needs (|),example
barista-overcharged,charged .* extra at checkout|price higher than quoted by barista|fee added after total|tip changed after payment,confused|uncertain|anxious|unsettled,clarity|fairness|trust|honesty,The final bill from barista included a fee that wasn't in the quote.
barista-lost-item,lost my .*|my .* was misplaced|barista can't find my paperwork|barista lost my paperwork|can't find my paperwork|lost my paperwork,frustrated|pressured|tired|resentful,care|clarity|acknowledgement|responsibility,barista couldn't find the paperwork I handed them last week.
barista-breach-privacy,barista shared my info without consent|barista forwarded my email|barista posted my photo without asking|screenshot of our chat shared by barista|shared my info without consent|forwarded my email|posted my photo without asking,confused|uncertain|anxious|unsettled,privacy|autonomy|respect|safety,barista posted a screenshot of our chat in a group without asking.
barista-public-criticism,barista criticized me in public|barista called me out in front of others|barista pointed out my mistake loudly|criticized me in public|called me out in front of others|pointed out my mistake loudly,embarrassed|hurt|anxious|lonely,respect|to-be-heard|consideration|honor,barista highlighted my mistake during the meeting while others watched.
barista-credit-taken,barista took credit for my work|barista presented my work as theirs|barista left my name off|took credit for my work|presented my work as theirs|left my name off,jealous|hurt|angry|anxious,acknowledgement|recognition|fairness|respect,My contribution was presented by barista without my name mentioned.
barista-deadline-moved-earlier,deadline moved up by barista|due date pulled earlier by barista|asked for delivery sooner than agreed by barista,overwhelmed|pressured|tired|anxious,support|do-things-at-my-own-pace-and-in-my-own-way|consideration|rest,The due date was moved from Friday to Wednesday without checking my capacity.
barista-muted-or-removed,barista muted me|barista removed me from the call|barista kicked me from the channel|muted me|removed me from the call|kicked me from the channel,embarrassed|hurt|anxious|lonely,respect|autonomy|consideration|to-be-heard,barista muted me while I was speaking.
barista-meeting-started-without-me,meeting started early|decisions made before I joined|barista began before scheduled time|began before scheduled time,confused|uncertain|anxious|unsettled,consideration|inclusion|predictability|respect,"When I joined at the scheduled time, they were already on agenda item two."
barista-form-closed-early,form closed early|submission window ended early|link closed before deadline,confused|uncertain|anxious|unsettled,fairness|clarity|respect|predictability,The application portal closed hours before the stated deadline.
barista-appointment-canceled-last-minute,appointment canceled last minute by barista|canceled same day|backed out with short notice,hurt|sad|lonely|anxious,reliability|support|consideration|security,barista canceled 30 minutes before the appointment.
barista-name-misspelled-after-correction,kept misspelling my name|used the wrong name after I corrected it|name still wrong in records,hurt|sad|lonely|anxious,respect|honor|to-be-seen|belonging,"After I corrected them, barista kept spelling my name wrong."
barista-conditional-invite,invited only if .*|'you can come if' from barista|included conditionally in plans,hurt|sad|lonely|anxious,belonging|inclusion|to-be-seen|respect,barista said I could come only if I handled the driving.
barista-backhanded-compliment,barista gave a backhanded compliment|'for someone like you' comment from barista|compliment with a dig|gave a backhanded compliment,embarrassed|hurt|anxious|lonely,respect|to-be-heard|consideration|honor,"barista said, 'You're articulate for someone so young.'"
barista-gaslight-phrases,barista said 'that's not what happened' after I described it|barista said I'm imagining things|'you're crazy' from barista|said 'that's not what happened' after I described it|said I'm imagining things,confused|uncertain|anxious|unsettled,understanding|honesty|trust|respect,"After I described the email, barista said it never happened."
barista-omitted-context,barista left out key info|barista didn't share the requirement|barista omitted the deadline|left out key info|didn't share the requirement|omitted the deadline,confused|uncertain|anxious|unsettled,clarity|honesty|support|fairness,I learned the requirement only after the submission closed.
barista-policy-enforced-selectively,rule applied to me not others|selective enforcement by barista|inconsistent policy enforcement,frustrated|pressured|tired|resentful,justice|fairness|respect|acknowledgement,Others got exceptions that I was denied.
barista-moderation-removed-no-reason,barista removed my post without reason|thread locked by barista|comment deleted without explanation|removed my post without reason,silenced|frustrated|lonely|powerless,participation|to-be-heard|consideration|mutuality,A moderator removed my post without any reason.
barista-algorithm-shadowban,my posts get no views|content hidden without notice|no one can see my posts,confused|uncertain|anxious|unsettled,clarity|predictability|justice|respect,My post views dropped to zero with no explanation.
barista-accessibility-gap,no captions provided|slides not accessible|no ramp available at venue,excluded|anxious|discouraged|frustrated,access|inclusion|respect|support,The webinar had no captions despite prior requests.
barista-parking-issue,parking spot taken despite permit|assigned spot occupied|blocked my car,frustrated|pressured|tired|resentful,fairness|clarity|respect|predictability,My assigned spot was taken and no alternative was offered.
barista-noise-violation-night,loud noise during quiet hours|party past quiet hours|music kept me up,overwhelmed|pressured|tired|anxious,rest|consideration|peace|respect,Music played loudly past midnight through the shared wall.
barista-thermostat-changed,thermostat changed without asking|temperature changed without checking|ac set very cold without asking,frustrated|pressured|tired|resentful,comfort|consideration|communication|respect,The thermostat was turned down while I was still working.
